state_region,wind_energy_mw,solar_energy_mw,other_res_mw,total_mw,cumulative_wind_mw,cumulative_solar_mw,cumulative_other_res_mw,cumulative_total_mw
 / Assam,0.0,1.02,0.0,1.02,0.0,20.34,0.0,20.34
 / Mizoram ,0.0,0.07,0.0,0.07,0.0,2.26,0.0,2.26
-   / North-Eastern Region,0.0,1.11,0.0,1.11,0.0,22.899999999999995,0.0,22.899999999999995
 / Delhi,0.0,0.0,1.67,1.67,0.0,0.0,20.03,20.03
 / Haryana,0.0,0.92,2.25,3.17,0.0,13.26,32.54,45.8
  / Himachal Pradesh,0.0,0.0,3.39,3.39,0.0,0.6900000000000001,43.46,44.15
 / Punjab,0.0,3.68,2.74,6.42,0.0,50.61,41.1,91.71
 / Rajasthan,2.11,111.83,1.11,115.05,262.89,1573.08,10.08,1846.05
  / Uttar Pradesh,0.0,12.16,0.0,12.16,0.0,188.68,16.8,205.48
 / Uttarakhand,0.0,0.56,0.87,1.4300000000000002,0.0,8.38,12.99,21.37
  / Northern Region ,2.11,129.15,12.03,143.29,262.89,1834.7,177.00000000000003,2274.59
 / Chhattisgarh,0.0,2.0,0.0,2.0,0.0,27.8,0.0,27.8
 / Gujarat,16.06,33.79,0.1,49.95,690.55,485.73,1.2000000000000002,1177.48
  / Madhya Pradesh,0.9,14.55,2.0,17.450000000000003,87.2,212.67,26.4,326.27
 / Maharashtra,10.1,16.7,0.0,26.8,145.9,232.3,0.0,378.2000000000001
  / Western Region,27.059999999999995,67.04,2.1,96.2,923.65,958.5,27.6,1909.75
  / Andhra Pradesh,6.59,29.62,0.0,36.21,136.36,384.58,0.0,520.94
 / Telangana,0.5,24.0,0.0,24.5,9.06,329.63,0.0,338.69
 / Karnataka,13.51,52.32,11.17,77.0,200.77,728.71,187.85,1117.33
 / Kerala,0.17,1.52,0.0,1.69,3.2,19.84,0.0,23.04
  / Tamil Nadu,14.0,31.8,0.0,45.8,274.36,403.9,0.0,678.26
  / Southern Region,34.77,139.31,11.17,185.25,623.75,1867.27,187.85,2678.8700000000003
 / Bihar,0.0,0.61,0.0,0.61,0.0,10.68,0.0,10.68
/ Odisha,0.0,2.01,0.0,2.01,0.0,35.17,0.0,35.17
  / West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,26.28,26.28
 / Eastern Region,0.0,2.62,0.0,2.62,0.0,45.85,26.28,72.13
 / Assam,0.0,0.79,0.0,0.79,0.0,9.06,0.0,9.06
-   / North-Eastern Region,0.0,0.81,0.0,0.81,0.0,9.35,0.0,9.35
   / All India,63.94,178.86251072912162,20.664966039833857,322.44788727246555,1810.29,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.54,1.54,0.0,0.0,6.250000000000001,6.250000000000001
 / Haryana,0.0,0.24,2.35,2.59,0.0,0.72,9.19,9.91
  / Himachal Pradesh,0.0,0.0,3.28,3.28,0.0,0.18,11.83,12.01
 / Punjab,0.0,2.11,1.67,3.78,0.0,7.380000000000001,6.68,14.06
 / Rajasthan,17.919999999999998,76.02000000000004,0.48,94.42000000000004,74.09,318.81,1.8,394.7
  / Uttar Pradesh,0.0,5.84,0.0,5.84,0.0,26.39,0.0,26.39
 / Uttarakhand,0.0,0.32,0.62,0.94,0.0,0.8899999999999999,2.81,3.7
  / Northern Region ,17.919999999999998,84.53000000000003,9.94,112.39000000000004,74.09,354.37,38.56,467.02
 / Chhattisgarh,0.0,1.53,0.8,2.33,0.0,6.1000000000000005,4.0,10.1
 / Gujarat,64.747,33.18,0.1,98.027,199.277,121.7,0.4,321.37699999999995
  / Madhya Pradesh,3.6,4.239999999999999,2.1,9.94,10.3,21.43,8.3,40.03
 / Maharashtra,8.0,11.33,0.0,19.33,28.2,50.85,0.0,79.05
  / Western Region,76.347,50.28,3.0,129.62699999999998,237.777,200.08,12.7,450.557
  / Andhra Pradesh,14.98,14.61,0.0,29.590000000000003,65.8,79.66,0.0,145.45999999999998
 / Telangana,1.1,17.560000000000002,0.0,18.660000000000004,4.17,71.71000000000001,0.0,75.88000000000001
 / Karnataka,18.29,24.02,12.2,54.510000000000005,75.47,135.33000000000004,50.11,260.91
 / Kerala,0.15,0.77,0.0,0.92,0.64,3.72,0.0,4.36
  / Tamil Nadu,13.38,20.92,0.0,34.300000000000004,72.36,93.92,0.0,166.28
 / Puducherry,0.0,0.04,0.0,0.04,0.0,0.18,0.0,0.18
  / Southern Region,47.900000000000006,77.92,12.2,138.02,218.44,384.5200000000001,50.11,653.0699999999999
 / Bihar,0.0,0.48,0.0,0.48,0.0,1.94,0.0,1.94
/ Odisha,0.0,2.17,0.0,2.17,0.0,7.76,0.0,7.76
 / Eastern Region,0.0,5.25,0.0,5.25,0.0,12.3,0.0,12.3
 / Assam,0.0,1.0,0.0,1.0,0.0,3.96,0.0,3.96
 / Mizoram ,0.0,0.13,0.0,0.13,0.0,0.51,0.0,0.51
-   / North-Eastern Region,0.0,1.14,0.0,1.14,0.0,4.489999999999999,0.0,4.489999999999999
   / All India,142.167,178.86251072912162,20.664966039833857,322.44788727246555,530.307,955.76,101.37,1587.437
 / Delhi,0.0,0.0,1.34,1.34,0.0,0.0,11.38,11.38
 / Haryana,0.0,0.64,1.6,2.24,0.0,5.51,13.64,19.15
  / Himachal Pradesh,0.0,0.07,3.57,3.64,0.0,0.84,30.66,31.5
 / Punjab,0.0,3.31,2.09,5.4,0.0,26.99,16.72,43.71
 / Rajasthan,26.75,133.48,0.53,160.76,101.64,1017.35,3.3,1122.29
  / Uttar Pradesh,0.0,12.13,0.0,12.13,0.0,100.52,0.0,100.52
 / Uttarakhand,0.0,0.49,0.69,1.18,0.0,4.09,5.71,9.8
 /Northern Region,26.75,150.12,9.82,186.69,101.64,1155.3,81.41,1338.35
 / Chhattisgarh,0.0,1.45,0.2,1.65,0.0,14.67,5.5,20.17
 / Gujarat,40.3,51.57,0.4,92.27,530.09,380.06,2.4,912.55
  / Madhya Pradesh,5.2,19.71,2.4,27.31,70.8,157.37,14.2,242.37
 / Maharashtra,4.8,19.2,0.0,24.0,77.7,113.18,0.0,190.88
 /Western Region,50.3,91.93,3.0,145.23,678.59,665.28,22.1,1365.97
  / Andhra Pradesh,11.56,20.79,0.0,32.35,98.74,102.25,0.0,200.99
 / Telangana,0.23,10.79,0.0,11.02,4.0,90.66,0.0,94.66
 / Karnataka,7.03,39.16,14.3,60.49,142.36,229.65,117.39,489.4
 / Kerala,0.1,1.26,0.0,1.36,1.64,8.09,0.0,9.73
 / Tamil Nadu,9.23,40.76,0.0,49.99,246.22,284.48,0.0,530.7
 / Pondicherry,0.0,0.04,0.0,0.04,0.0,0.24,0.0,0.24
 /Southern Region,28.15,112.8,14.3,155.25,492.96,715.37,117.39,1325.72
 / Bihar,0.0,0.76,0.0,0.76,0.0,6.73,0.0,6.73
 / Odisha,0.0,1.48,0.78,2.26,0.0,10.55,6.48,17.03
  / West Bengal,0.0,0.0,0.57,0.57,0.0,0.0,4.51,4.51
 /Eastern Region,0.0,2.24,1.35,3.59,0.0,17.28,10.99,28.27
 / Assam,0.0,0.89,0.0,0.89,0.0,6.65,0.0,6.65
 / Mizoram,0.0,0.14,0.0,0.14,0.0,1.02,0.0,1.02
 / Tripura,0.0,0.02,0.0,0.02,0.0,0.06,0.0,0.06
- /North-Eastern Region,0.0,1.05,0.0,1.05,0.0,7.73,0.0,7.73
  / All India,105.2,178.86251072912162,20.664966039833857,322.44788727246555,1273.19,2560.96,231.89,4066.04
 / Delhi,0.0,0.0,0.29,0.29,0.0,0.0,7.62,7.62
 / Haryana,0.0,0.4,1.82,2.22,0.0,3.54,16.49,20.03
  / Himachal Pradesh,0.0,0.0,2.84,2.84,0.0,0.0,23.58,23.58
 / Punjab,0.0,0.9,2.74,3.64,0.0,11.73,21.92,33.650000000000006
 / Rajasthan,12.42,93.07,0.63,106.12,162.29,763.63,5.32,931.24
  / Uttar Pradesh,0.0,8.15,0.0,8.15,0.0,45.25,0.0,45.25
 / Uttarakhand,0.0,0.09,0.89,0.98,0.0,1.27,6.95,8.22
  / Northern Region ,12.42,102.61,9.21,124.24,162.29,825.42,81.88000000000001,1069.59
 / Chhattisgarh,0.0,1.7,0.0,1.7,0.0,8.700000000000001,0.0,8.700000000000001
 / Gujarat,31.26,23.15,0.1,54.51,583.56,207.73,0.8,792.0899999999999
  / Madhya Pradesh,1.9,13.37,2.2,17.470000000000002,87.7,88.08000000000001,15.8,191.58000000000004
 / Maharashtra,10.0,14.3,0.0,24.3,71.7,86.9,0.0,158.60000000000002
  / Western Region,43.16,52.52,2.3000000000000003,97.98,742.96,391.41,16.6,1150.97
  / Andhra Pradesh,5.85,24.15,0.0,30.0,102.63,178.63,0.0,281.26
 / Telangana,0.68,22.28,0.0,22.96,5.61,130.78,0.0,136.39
 / Karnataka,15.09,40.6,13.4,69.09,127.83,325.62,111.9,565.35
 / Kerala,0.27,1.37,0.0,1.64,2.76,11.17,0.0,13.93
  / Tamil Nadu,30.88,21.1,0.0,51.98,248.34000000000003,199.4,0.0,447.74
 / Puducherry,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27
  / Southern Region,52.77,109.5,13.4,175.67000000000002,487.17,845.8699999999999,111.9,1444.94
 / Bihar,0.0,0.52,0.0,0.52,0.0,2.85,0.0,2.85
/ Odisha,0.0,1.99,0.0,1.99,0.0,13.25,0.0,13.25
  / West Bengal,0.0,0.0,0.0,0.0,0.0,2.64,5.28,7.92
 / Eastern Region,0.0,2.51,0.0,2.51,0.0,18.74,5.28,24.020000000000003
 / Assam,0.0,0.84,0.0,0.84,0.0,5.55,0.0,5.55
 / Tripura ,0.0,0.01,0.0,0.01,0.0,0.1,0.0,0.1
-   / North-Eastern Region,0.0,0.85,0.0,0.85,0.0,5.65,0.0,5.65
   / All India,108.35,178.86251072912162,20.664966039833857,322.44788727246555,1392.42,2087.09,215.66000000000005,3695.17
 / Delhi,0.0,0.0,0.54,0.54,0.0,0.0,13.29,13.29
 / Haryana,0.0,0.91,0.6,1.51,0.0,10.470000000000002,10.64,21.11
  / Himachal Pradesh,0.0,0.0,13.19,13.19,0.0,0.52,162.1,162.62
 / Punjab,0.0,4.11,3.02,7.130000000000001,0.0,45.82,36.24,82.06
 / Rajasthan,53.74,116.29000000000002,0.65,170.68000000000004,658.35,1320.83,5.97,1985.15
  / Uttar Pradesh,0.0,10.9,0.0,10.9,0.0,99.42,0.0,99.42
 / Uttarakhand,0.0,0.39,0.0,0.39,0.0,5.489999999999999,0.0,5.489999999999999
  / Northern Region ,53.74,132.6,18.0,204.34000000000003,658.35,1482.55,228.24,2369.14
 / Chhattisgarh,0.0,1.86,0.6,2.46,0.0,15.93,6.799999999999999,22.73
 / Gujarat,149.62939013068092,19.81,0.0,180.86,1846.33,219.45,0.8999999999999999,2066.68
  / Madhya Pradesh,15.3,11.429999999999998,1.0,27.73,252.80000000000004,101.24,11.6,365.64
 / Maharashtra,39.3,14.79,0.0,54.09,591.3,137.56,0.0,728.8599999999999
  / Western Region,149.62939013068092,47.88999999999999,1.6,265.14,2570.6922662519737,474.18,19.3,3183.91
  / Andhra Pradesh,29.03,20.53,0.0,49.56,560.87,238.51,0.0,799.38
 / Telangana,0.71,18.1,0.0,18.81,18.6,219.35,11.69,249.64
 / Karnataka,35.25,39.91,9.75,84.91,558.91,456.81,123.03,1138.75
 / Kerala,0.49,1.18,0.0,1.67,8.12,16.28,0.0,24.4
  / Tamil Nadu,68.63999999999999,33.77,0.0,102.41,1066.4399999999998,416.1499999999999,0.0,1482.5899999999997
 / Puducherry,0.0,0.07,0.0,0.07,0.0,0.7700000000000002,0.0,0.7700000000000002
  / Southern Region,134.12,113.56,9.75,257.43,2212.94,1347.87,134.72,3695.53
 / Bihar,0.0,0.52,0.0,0.52,0.0,5.49,0.0,5.49
/ Odisha,0.0,1.62,0.0,1.62,0.0,16.93,0.0,16.93
 / Eastern Region,0.0,2.14,0.0,2.14,0.0,27.700000000000003,0.0,27.700000000000003
 / Assam,0.0,0.52,0.0,0.52,0.0,9.36,0.0,9.36
 / Mizoram ,0.0,0.04,0.0,0.04,0.0,0.85,0.0,0.85
 / Tripura ,0.0,0.03,0.0,0.03,0.0,0.2,0.0,0.2
-   / North-Eastern Region,0.0,0.5900000000000001,0.0,0.5900000000000001,0.0,10.409999999999998,0.0,10.409999999999998
 / Delhi,0.0,0.0,1.53,1.53,0.0,0.0,8.92,8.92
 / Haryana,0.0,0.14,1.6,1.7400000000000002,0.0,4.6,11.7,16.299999999999997
  / Himachal Pradesh,0.0,0.18,7.0,7.18,0.0,1.2299999999999998,38.42,39.65
 / Punjab,0.0,5.58,3.14,8.72,0.0,31.19,18.84,50.03
 / Rajasthan,4.1000000000000005,142.35000000000005,0.42,146.87000000000003,69.39999999999999,763.0799999999999,2.46,834.9399999999999
  / Uttar Pradesh,0.0,12.72,0.0,12.72,0.0,84.97,0.0,84.97
 / Uttarakhand,0.0,0.79,0.0,0.79,0.0,4.38,0.1699999999999999,4.55
  / Northern Region ,4.1000000000000005,161.76000000000005,13.69,179.55,69.39999999999999,889.4499999999999,80.50999999999999,1039.36
 / Chhattisgarh,0.0,3.08,1.1,4.18,0.0,18.41,5.800000000000001,24.21
 / Gujarat,83.00999999999999,51.69000000000001,0.1,134.79999999999998,414.53,272.4,0.7,687.63
  / Madhya Pradesh,12.6,13.2,1.0,26.8,80.6,87.32,8.8,176.72
 / Maharashtra,18.3,16.56,0.0,34.86,96.9,93.75,0.0,190.65000000000003
  / Western Region,113.90999999999998,84.53000000000002,2.2,200.64,592.03,471.88,15.3,1079.21
  / Andhra Pradesh,11.12,25.38,0.0,36.5,72.29,160.7,0.0,232.99
 / Telangana,0.38,21.44,0.0,21.82,3.3599999999999994,130.02,0.0,133.38
 / Karnataka,12.87,47.62000000000001,6.58,67.07000000000001,66.25,292.82,39.71,398.78
 / Kerala,0.12,1.53,0.0,1.65,0.96,8.809999999999999,0.0,9.77
  / Tamil Nadu,8.92,40.50000000000001,0.0,49.42000000000001,58.08,226.34,0.0,284.42
 / Puducherry,0.0,0.08,0.0,0.08,0.0,0.38,0.0,0.38
  / Southern Region,33.41,136.55000000000004,6.58,176.54000000000005,200.94,819.0699999999999,39.71,1059.72
 / Bihar,0.0,0.8,0.0,0.8,0.0,5.21,0.0,5.21
/ Odisha,0.0,2.21,0.0,2.21,0.0,14.02,0.0,14.02
 / Eastern Region,0.0,3.01,0.0,3.01,0.0,19.23,0.0,19.23
 / Assam,0.0,1.0,0.0,1.0,0.0,5.930000000000001,0.0,5.930000000000001
 / Mizoram ,0.0,0.16,0.0,0.16,0.0,0.7300000000000001,0.0,0.7300000000000001
-   / North-Eastern Region,0.0,1.17,0.0,1.17,0.0,6.750000000000001,0.0,6.750000000000001
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,862.37,2206.38,135.51999999999998,3204.2699999999995
 / Delhi,0.0,0.0,1.52,1.52,0.0,0.0,13.69,13.69
 / Haryana,0.0,0.75,1.95,2.7,0.0,4.1,16.96,21.06
  / Himachal Pradesh,0.0,0.12,3.87,3.99,0.0,1.11,32.61,33.72
 / Punjab,0.0,3.37,2.19,5.56,0.0,23.12,19.71,42.83
 / Rajasthan,13.14,146.97,0.58,160.69,111.94,1211.12,4.55,1327.61
  / Uttar Pradesh,0.0,7.44,0.0,7.44,0.0,64.62,0.0,64.62
 / Uttarakhand,0.0,0.32,0.4,0.72,0.0,2.11,4.3,6.41
 /Northern Region,13.14,158.97,10.51,182.62,111.94,1306.18,91.82,1509.94
 / Chhattisgarh,0.0,3.8,0.8,4.6,0.0,31.82,10.0,41.82
 / Gujarat,39.01,56.4,0.2,95.61,593.74,494.28,1.2,1089.22
  / Madhya Pradesh,9.1,23.19,2.2,34.49,41.0,179.09,20.0,240.09
 / Maharashtra,15.7,23.0,0.0,38.7,111.2,200.55,0.0,311.75
 /Western Region,63.81,106.39,3.2,173.4,745.94,905.74,31.2,1682.88
  / Andhra Pradesh,19.7,19.34,0.0,39.04,107.67,204.23,0.0,311.9
 / Telangana,0.7,20.71,0.0,21.41,5.15,187.75,0.0,192.9
 / Karnataka,28.76,49.44,19.29,97.49,235.41,444.4,122.92,802.73
 / Kerala,0.27,1.45,0.0,1.72,2.79,13.5,0.0,16.29
 / Tamil Nadu,28.76,34.93,0.0,63.69,288.65,353.94,0.0,642.59
 / Pondicherry,0.0,0.04,0.0,0.04,0.0,0.39,0.0,0.39
 /Southern Region,78.19,125.91,19.29,223.39,639.67,1204.21,122.92,1966.8
 / Bihar,0.0,0.46,0.8,1.26,0.0,5.74,7.78,13.52
 / Odisha,0.0,2.21,0.52,2.73,0.0,20.01,4.82,24.83
  / West Bengal,0.0,0.0,0.62,0.62,0.0,0.0,5.08,5.08
 /Eastern Region,0.0,2.67,1.94,4.61,0.0,25.75,17.68,43.43
 / Assam,0.0,0.77,0.0,0.77,0.0,7.04,0.0,7.04
 / Mizoram,0.0,0.14,0.0,0.14,0.0,1.18,0.0,1.18
 / Tripura,0.0,0.01,0.0,0.01,0.0,0.05,0.0,0.05
- /North-Eastern Region,0.0,0.92,0.0,0.92,0.0,8.27,0.0,8.27
  / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,1497.55,3195.187856305391,263.62,5211.32
 / Delhi,0.0,0.0,1.81,1.81,0.0,0.0,9.45,9.45
 / Haryana,0.0,0.09,2.26,2.35,0.0,0.92,13.83,14.75
  / Himachal Pradesh,0.0,0.11,2.47,2.58,0.0,0.29,18.28,18.57
 / Punjab,0.0,1.58,1.67,3.25,0.0,10.65,10.02,20.67
 / Rajasthan,17.38,87.67,0.45,105.5,105.02,493.2200000000001,2.64,600.8800000000001
  / Uttar Pradesh,0.0,5.8,0.0,5.8,0.0,39.04,0.0,39.04
 / Uttarakhand,0.0,0.21,0.75,0.96,0.0,1.23,4.3,5.529999999999999
  / Northern Region ,17.38,95.46,9.41,122.25,105.02,545.3500000000001,58.52,708.8900000000001
 / Chhattisgarh,0.0,0.87,0.5,1.37,0.0,8.48,5.3,13.78
 / Gujarat,95.94,34.3,0.1,130.34,350.334,189.19,0.5,540.024
  / Madhya Pradesh,6.7,5.42,2.1,14.22,19.3,29.3,12.4,60.99999999999999
 / Maharashtra,8.6,11.14,0.0,19.74,44.3,73.52,0.0,117.82
  / Western Region,111.24,51.73,2.7,165.67000000000002,413.934,300.48999999999995,18.2,732.624
  / Andhra Pradesh,21.54,17.619999999999997,0.0,39.16,105.29,116.91,0.0,222.2
 / Telangana,1.35,19.32,0.0,20.67,6.789999999999999,108.70000000000002,0.0,115.49
 / Karnataka,19.91,36.49,12.84,69.24000000000001,111.13,202.30000000000004,75.46,388.89
 / Kerala,0.11,1.1,0.0,1.2100000000000002,0.85,5.92,0.0,6.77
  / Tamil Nadu,14.329999999999998,20.17,0.0,34.5,96.74,131.87,0.0,228.61
 / Puducherry,0.0,0.03,0.0,0.03,0.0,0.26,0.0,0.26
  / Southern Region,57.24,94.73,12.84,164.81,320.79999999999995,565.96,75.46,962.22
 / Bihar,0.0,0.23,0.0,0.23,0.0,2.56,0.0,2.56
/ Odisha,0.0,2.26,0.0,2.26,0.0,11.76,0.0,11.76
  / West Bengal,0.0,2.6,0.0,2.6,0.0,7.800000000000001,0.0,7.800000000000001
 / Eastern Region,0.0,5.09,0.0,5.09,0.0,22.12,0.0,22.12
 / Assam,0.0,0.97,0.0,0.97,0.0,5.94,0.0,5.94
-   / North-Eastern Region,0.0,1.1,0.0,1.1,0.0,6.749999999999999,0.0,6.749999999999999
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,839.7539999999999,1440.67,152.18,2432.6040000000003
 / Delhi,0.0,0.0,1.65,1.65,0.0,0.0,26.57,26.57
 / Haryana,0.0,0.78,1.45,2.23,0.0,13.21,24.33,37.54
  / Himachal Pradesh,0.0,0.1,9.69,9.79,0.0,1.82,210.1,211.92
 / Punjab,0.0,4.76,3.14,7.9,0.0,74.2,53.38,127.58
 / Rajasthan,15.38,124.15,0.24,139.77,549.79,2304.38,4.96,2859.13
  / Uttar Pradesh,0.0,12.73,0.0,12.94,0.0,177.35,0.0,179.92
 / Uttarakhand,0.0,0.41,0.0,0.41,0.0,7.98,0.0,7.98
 /Northern Region,15.38,142.93,16.17,174.69,549.79,2578.94,319.34,3450.64
 / Chhattisgarh,0.0,1.96,1.1,3.06,0.0,34.81,15.3,50.11
 / Gujarat,35.25,42.52,0.1,77.87,1721.15,675.49,0.7,2397.34
  / Madhya Pradesh,8.5,14.65,0.7,23.85,214.2,224.72,11.8,450.72
 / Maharashtra,35.7,10.33,0.0,46.03,749.4,229.46,0.0,978.86
 /Western Region,79.45,69.46,1.9,150.81,2570.6922662519737,1164.48,27.8,3877.03
  / Andhra Pradesh,69.08,15.0,0.0,84.08,914.73,281.62,0.0,1196.35
 / Telangana,1.71,11.87,0.0,13.58,26.43,257.59,0.0,284.02
 / Karnataka,65.56,29.44,6.28,101.28,1015.31,590.06,166.46,1771.83
 / Kerala,0.78,0.55,0.0,1.33,10.37,14.48,0.0,24.85
 / Tamil Nadu,149.62939013068092,28.31,0.0,179.17,1842.06,556.87,0.0,2398.93
 / Pondicherry,0.0,0.05,0.0,0.05,0.0,0.88,0.0,0.88
 /Southern Region,149.62939013068092,85.22,6.28,322.44788727246555,2570.6922662519737,1701.5,166.46,5676.86
 / Bihar,0.0,0.94,0.0,0.94,0.0,13.42,0.0,13.42
 / Odisha,0.0,1.78,1.09,2.87,0.0,36.19,8.4,44.59
  / West Bengal,0.0,0.31,0.0,0.31,0.0,4.53,0.0,4.53
 /Eastern Region,0.0,3.03,1.09,4.12,0.0,55.53,9.17,64.7
 / Assam,0.0,0.94,0.0,0.94,0.0,12.28,0.0,12.28
 / Mizoram,0.0,0.12,0.0,0.12,0.0,1.5,0.0,1.5
 / Tripura,0.0,0.02,0.0,0.02,0.0,0.12,0.0,0.12
- /North-Eastern Region,0.0,1.08,0.0,1.08,0.0,13.9,0.0,13.9
 / Delhi,0.0,0.0,0.98,0.98,0.0,0.0,24.41,24.41
 / Haryana,0.0,0.84,0.66,1.5,0.0,25.62,25.61,51.23
  / Himachal Pradesh,0.0,0.03,8.65,8.68,0.0,0.48,203.83,204.31
 / Punjab,0.0,3.11,2.74,5.85,0.0,106.15,89.03999999999999,195.19
 / Rajasthan,66.25,102.71999999999998,0.17,169.13999999999996,1023.12,2779.83,12.59,3815.54
  / Uttar Pradesh,0.0,5.229999999999999,0.0,5.229999999999999,0.0,278.19000000000005,0.0,278.19000000000005
 / Uttarakhand,0.0,0.21,0.0,0.21,0.0,18.23,0.0,18.23
  / Northern Region ,66.25,112.14,13.2,191.58999999999995,1023.12,3195.187856305391,355.48,4587.1
 / Chhattisgarh,0.0,0.7,0.0,0.7,0.0,27.5,0.0,27.5
 / Gujarat,97.25,28.989999999999995,0.0,126.23999999999998,2061.61,861.6700000000001,1.8,2925.08
  / Madhya Pradesh,21.9,6.77,0.1,28.77,564.4,341.74,4.0,910.14
 / Maharashtra,29.5,10.0,0.0,39.5,783.0,267.3,0.0,1050.3
  / Western Region,148.64999999999998,46.46,0.1,195.21,2570.6922662519737,1498.21,5.8,4913.02
  / Andhra Pradesh,35.79,23.65,0.0,59.44,938.04,633.5500000000001,0.0,1571.59
 / Telangana,0.71,19.02,0.0,19.73,28.1,525.01,0.0,553.11
 / Karnataka,36.68,36.99,20.664966039833857,107.7,965.6,1150.41,366.27716627181826,3038.78
 / Kerala,0.76,0.32,0.0,1.08,18.35,20.79,0.0,39.14
  / Tamil Nadu,105.13,22.4,0.0,127.53,2392.9500000000003,636.9,0.0,3029.8500000000004
 / Puducherry,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.46
  / Southern Region,149.62939013068092,102.38,20.664966039833857,315.48,2570.6922662519737,2968.1200000000003,366.27716627181826,5748.910909279285
 / Bihar,0.0,0.0,0.18,0.18,0.0,0.0,16.98,16.98
/ Odisha,0.0,0.0,2.28,2.28,0.0,0.0,53.88,53.88
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,73.88000000000001,73.88000000000001
 / Eastern Region,0.0,0.0,5.1,5.1,0.0,0.0,144.74,144.74
 / Assam,0.0,0.24,0.0,0.24,0.0,11.84,0.0,11.84
 / Tripura ,0.0,0.08,0.0,0.08,0.0,3.63,0.0,3.63
-   / North-Eastern Region,0.0,0.32,0.0,0.32,0.0,15.47,0.0,15.47
 / Delhi,0.0,0.0,1.78,1.78,0.0,0.0,22.91,22.91
 / Haryana,0.0,0.71,2.14,2.85,0.0,14.06,30.43,44.49
  / Himachal Pradesh,0.0,0.09,3.46,3.55,0.0,0.51,55.620000000000005,56.13
 / Punjab,0.0,3.11,3.03,6.14,0.0,51.49,48.19,99.68
 / Rajasthan,14.52,84.55,0.48,99.55,268.01,1674.01,8.4,1950.42
  / Uttar Pradesh,0.0,8.71,0.0,8.71,0.0,187.27,0.0,187.27
 / Uttarakhand,0.0,0.55,0.83,1.38,0.0,10.17,13.27,23.44
  / Northern Region ,14.52,97.71999999999998,11.72,123.96,268.01,1937.51,178.82000000000002,2384.34
 / Chhattisgarh,0.0,0.8,0.0,0.8,0.0,26.4,0.0,26.4
 / Gujarat,29.56,28.61,0.1,58.27,569.2139999999999,462.38,2.6,1034.194
  / Madhya Pradesh,11.8,8.870000000000001,1.6,22.270000000000003,114.5,227.41,19.0,360.91
 / Maharashtra,13.6,8.3,0.0,21.9,175.4,207.8,0.0,383.2000000000001
  / Western Region,54.96,46.58,1.7000000000000002,103.24,859.1139999999999,923.99,21.6,1804.704
  / Andhra Pradesh,8.28,21.34,0.0,29.62,273.36,392.69,0.0,666.05
 / Telangana,0.94,13.79,0.0,14.73,13.67,322.86,0.0,336.53000000000003
 / Karnataka,9.19,39.45,13.16,61.8,392.52,758.29,171.6,1322.41
 / Kerala,0.06,0.78,0.0,0.8400000000000001,4.72,23.42,0.0,28.14
  / Tamil Nadu,6.16,25.6,0.0,31.76,460.59,468.0,0.0,928.59
  / Southern Region,24.629999999999995,101.01,13.16,138.8,1144.86,1966.02,171.6,3282.48
 / Bihar,0.0,0.45,0.0,0.45,0.0,11.8,0.0,11.8
/ Odisha,0.0,1.55,0.0,1.55,0.0,28.96,0.0,28.96
 / Eastern Region,0.0,2.0,0.0,2.0,0.0,40.760000000000005,10.08,50.84
 / Assam,0.0,0.71,0.0,0.71,0.0,12.85,0.0,12.85
-   / North-Eastern Region,0.0,0.72,0.0,0.72,0.0,13.17,0.0,13.17
   / All India,94.11,178.86251072912162,20.664966039833857,322.44788727246555,2271.9839999999995,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,0.54,0.54,0.0,0.0,18.54,18.54
 / Haryana,0.0,0.75,0.57,1.3199999999999998,0.0,17.96,19.94,37.900000000000006
  / Himachal Pradesh,0.0,0.0,6.56,6.56,0.0,0.4,146.87,147.27
 / Punjab,0.0,2.8,2.78,5.58,0.0,75.18,64.38,139.56
 / Rajasthan,32.86,58.370000000000005,0.62,91.85,855.77,1999.03,9.35,2864.15
  / Uttar Pradesh,0.0,10.04,0.0,10.04,0.0,202.27,0.0,202.27
 / Uttarakhand,0.0,0.6,0.0,0.6,0.0,13.3,0.0,13.3
  / Northern Region ,32.86,72.56,11.07,116.49,855.77,2308.1400000000003,259.08000000000004,3422.99
 / Chhattisgarh,0.0,1.1,0.0,1.1,0.0,20.2,0.0,20.2
 / Gujarat,115.43,32.31,0.1,147.84,1670.29,649.35,1.4,2321.04
  / Madhya Pradesh,12.7,12.46,0.2,25.36,469.2,256.69,2.8000000000000003,728.6899999999999
 / Maharashtra,36.9,8.6,0.0,45.5,567.4,197.1,0.0,764.5
