state_region,wind_energy_mw,solar_energy_mw,other_res_mw,total_mw,cumulative_wind_mw,cumulative_solar_mw,cumulative_other_res_mw,cumulative_total_mw
  / Madhya Pradesh,20.2,8.51,1.0,29.71,175.4,207.22000000000003,20.8,403.42
 / Maharashtra,26.3,9.5,0.0,35.8,477.0,177.7,0.0,654.7
  / Western Region,84.97,47.27,1.0,133.24,1438.0700000000002,905.25,21.6,2364.92
  / Andhra Pradesh,28.54,23.26,0.0,51.8,541.88,432.13,0.0,974.01
 / Telangana,0.94,14.65,0.0,15.59,22.31,315.43,0.0,337.74
 / Karnataka,24.91,36.6,20.664966039833857,97.44,560.97,757.6409000000001,366.27716627181826,2042.6409
 / Kerala,0.58,1.49,0.0,2.07,10.94,22.61,0.0,33.55
  / Tamil Nadu,78.52,28.6,0.0,107.12,1562.66,480.6,0.0,2043.26
 / Puducherry,0.0,0.08,0.0,0.08,0.0,1.33,0.0,1.33
  / Southern Region,133.49,104.68,20.664966039833857,274.1,2570.6922662519737,2009.7409,366.27716627181826,5432.530900000001
 / Bihar,0.0,0.0,0.53,0.53,0.0,0.0,9.29,9.29
/ Odisha,0.0,0.0,1.29,1.29,0.0,0.0,32.46,32.46
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,52.77,52.77
 / Eastern Region,0.0,0.0,4.46,4.46,0.0,0.0,94.52,94.52
 / Assam,0.0,0.46,0.0,0.46,0.0,13.65,0.0,13.65
 / Tripura ,0.0,0.02,0.0,0.02,0.0,0.41,0.0,0.41
-   / North-Eastern Region,0.0,0.48,0.0,0.48,0.0,14.06,0.0,14.06
 / Delhi,0.0,0.0,1.59,1.59,0.0,0.0,27.44,27.44
 / Haryana,0.0,0.42,2.25,2.67,0.0,18.61,61.26,79.87
  / Himachal Pradesh,0.0,0.0,2.78,2.78,0.0,0.65,95.92,96.57
 / Punjab,0.0,1.41,2.74,4.15,0.0,60.89,82.2,143.09
 / Rajasthan,23.07,74.37,0.65,98.09,399.55,2638.48,15.28,3053.3100000000004
  / Uttar Pradesh,0.0,8.13,0.0,8.13,0.0,266.5,33.6,300.1
 / Uttarakhand,0.0,0.24,0.8,1.04,0.0,12.79,26.08,38.870000000000005
  / Northern Region ,23.07,84.57,10.81,118.45,399.55,2997.92,341.78,3739.250000000001
 / Chhattisgarh,0.0,1.5,0.0,1.5,0.0,38.4,0.0,38.4
 / Gujarat,59.290000000000006,27.09,0.0,86.38000000000001,1580.9699999999998,750.73,3.0,2334.7
  / Madhya Pradesh,3.5,12.01,1.8,17.31,213.1,330.04,50.3,593.4399999999999
 / Maharashtra,3.9,12.5,0.0,16.4,272.0,338.7,0.0,610.7
  / Western Region,66.69000000000001,53.1,1.8,121.59,2066.07,1457.87,53.3,3577.24
  / Andhra Pradesh,7.35,27.12,0.0,34.47,315.6,558.43,0.0,874.03
 / Telangana,0.08,16.8,0.0,16.88,20.72,484.59,0.0,505.31000000000006
 / Karnataka,5.48,44.47,13.78,63.73,459.61,1062.33,366.27716627181826,1968.93
 / Kerala,0.41,1.36,0.0,1.77,7.2,33.88,0.0,41.080000000000005
  / Tamil Nadu,18.04,27.3,0.0,45.34,620.73,612.6,0.0,1233.33
 / Puducherry,0.0,0.05,0.0,0.05,0.0,0.87,0.0,0.87
  / Southern Region,31.36,117.1,13.78,162.24,1423.86,2752.7,366.27716627181826,4623.55
 / Bihar,0.0,0.38,0.0,0.38,0.0,10.58,2.82,13.4
/ Odisha,0.0,2.0,0.0,2.0,0.0,40.55,10.01,50.56
  / West Bengal,0.0,0.0,0.0,0.0,0.0,0.0,26.4,26.4
 / Eastern Region,0.0,2.38,0.0,2.38,0.0,51.13,39.23,90.36
 / Assam,0.0,0.66,0.0,0.66,0.0,19.4,0.0,19.4
 / Tripura ,0.0,0.01,0.0,0.01,0.0,0.51,0.0,0.51
-   / North-Eastern Region,0.0,0.67,0.0,0.67,0.0,19.91,0.0,19.91
   / All India,121.12000000000002,178.86251072912162,20.664966039833857,322.44788727246555,2570.6922662519737,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,0.29,0.29,0.0,0.0,13.24,13.24
 / Haryana,0.0,0.7,1.65,2.35,0.0,12.97,28.26,41.23
  / Himachal Pradesh,0.0,0.0,4.71,4.71,0.0,0.25,99.45,99.7
 / Punjab,0.0,3.54,2.74,6.28,0.0,58.28,54.8,113.08
 / Rajasthan,9.47,86.66999999999999,0.49,96.62999999999998,291.28,1704.46,11.36,2007.1
  / Uttar Pradesh,0.0,9.76,0.0,9.76,0.0,171.85,7.8,179.65
 / Uttarakhand,0.0,0.56,0.9,1.46,0.0,9.6,6.64,16.24
  / Northern Region ,9.47,101.23,10.78,121.47999999999998,291.28,1957.41,221.55,2470.24
 / Chhattisgarh,0.0,1.2,0.0,1.2,0.0,28.5,0.0,28.5
 / Gujarat,24.6,26.73,0.1,51.43,460.9,524.038,1.5,986.438
  / Madhya Pradesh,4.7,11.96,1.2,17.86,62.7,224.88,14.0,301.58
 / Maharashtra,11.3,13.0,0.0,24.3,273.9,240.8,0.0,514.7
  / Western Region,40.6,52.89,1.3,94.79,797.5,1018.218,15.5,1831.218
  / Andhra Pradesh,4.08,20.0,0.0,24.08,139.65,383.64,0.0,523.29
 / Telangana,0.65,18.81,0.0,19.46,14.04,369.6,0.0,383.64
 / Karnataka,11.04,42.91,14.2,68.14999999999999,307.33,729.61,278.18,1315.12
 / Kerala,0.04,1.32,0.0,1.36,3.3,22.19,0.0,25.49
  / Tamil Nadu,2.58,24.5,0.0,27.08,149.4,382.0,0.0,531.4
 / Puducherry,0.0,0.06,0.0,0.06,0.0,0.76,0.0,0.76
  / Southern Region,18.39,107.6,14.2,140.19,613.72,1887.8,278.18,2779.7000000000003
 / Bihar,0.0,0.0,0.55,0.55,0.0,0.0,11.19,11.19
/ Odisha,0.0,0.0,1.65,1.65,0.0,0.0,37.27,37.27
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,52.96,52.96
 / Eastern Region,0.0,0.0,4.84,4.84,0.0,0.0,101.42,101.42
  / Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.78
 / Assam,0.0,0.83,0.0,0.83,0.0,15.5,0.0,15.5
 / Tripura ,0.0,0.02,0.0,0.02,0.0,0.5,0.0,0.5
-   / North-Eastern Region,0.0,0.85,0.0,0.85,0.0,16.78,0.0,16.78
   / All India,68.46000000000001,178.86251072912162,20.664966039833857,322.44788727246555,1702.5,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,0.96,0.96,0.0,0.0,1.56,1.56
 / Haryana,0.0,0.85,0.87,1.72,0.0,1.65,1.81,3.46
  / Himachal Pradesh,0.0,0.0,6.74,6.74,0.0,0.0,13.1,13.1
 / Punjab,0.0,3.91,2.78,6.69,0.0,7.99,5.56,13.55
 / Rajasthan,16.77,90.74,0.5,108.01,40.53,186.54,1.0,228.07
  / Uttar Pradesh,0.0,10.35,0.0,10.35,0.0,21.16,0.0,21.16
 / Uttarakhand,0.0,0.71,0.0,0.71,0.0,1.43,0.0,1.43
  / Northern Region ,16.77,106.56,11.85,135.18,40.53,218.77,23.03,282.33000000000004
 / Chhattisgarh,0.0,1.1,0.0,1.1,0.0,2.1,0.0,2.1
 / Gujarat,103.73,33.65,0.1,137.48,202.62,67.67,0.2,270.49
  / Madhya Pradesh,24.2,13.42,0.1,37.72,48.4,26.7,0.2,75.3
 / Maharashtra,32.6,9.9,0.0,42.5,56.5,19.200000000000003,0.0,75.7
  / Western Region,149.62939013068092,58.07,0.2,218.8,307.52,115.67,0.4,423.59
  / Andhra Pradesh,37.08,22.98,0.0,60.06,67.16,48.13,0.0,115.29
 / Telangana,1.03,21.82,0.0,22.85,2.1,42.760000000000005,0.0,44.86000000000001
 / Karnataka,32.65,44.2,20.664966039833857,113.7,58.9,85.37,72.37,216.64
 / Kerala,0.7,1.02,0.0,1.72,1.86,1.88,0.0,3.74
  / Tamil Nadu,101.55,24.7,0.0,126.25,212.32,50.4,0.0,262.72
 / Puducherry,0.0,0.07,0.0,0.07,0.0,0.07,0.0,0.07
  / Southern Region,149.62939013068092,114.79,20.664966039833857,322.44788727246555,342.34000000000003,228.61,72.37,643.32
 / Bihar,0.0,0.0,0.6,0.6,0.0,0.0,1.13,1.13
/ Odisha,0.0,0.0,1.61,1.61,0.0,0.0,2.97,2.97
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,5.28,5.28
 / Eastern Region,0.0,0.0,4.85,4.85,0.0,0.0,9.38,9.38
 / Assam,0.0,0.45,0.0,0.45,0.0,0.9,0.0,0.9
-   / North-Eastern Region,0.0,0.47,0.0,0.47,0.0,0.94,0.0,0.94
   / All India,149.62939013068092,178.86251072912162,20.664966039833857,322.44788727246555,690.39,563.99,105.18,1359.5600000000004
 / Delhi,0.0,0.0,1.41,1.41,0.0,0.0,50.68,50.68
 / Haryana,0.0,0.91,1.15,2.06,0.0,22.39,38.6,60.99
  / Himachal Pradesh,0.0,0.12,12.45,12.57,0.0,2.83,351.29,354.12
 / Punjab,0.0,4.47,2.09,6.56,0.0,120.27,70.04,190.31
 / Rajasthan,4.25,118.17,0.32,122.74,844.89,3195.187856305391,15.82,4151.54
  / Uttar Pradesh,0.0,12.8,0.0,12.8,0.0,334.57,0.0,334.57
 / Uttarakhand,0.0,0.61,0.0,0.61,0.0,17.03,0.0,17.03
 /Northern Region,4.25,137.08,17.42,158.75,844.89,3195.187856305391,366.27716627181826,5159.24
 / Chhattisgarh,0.0,3.23,1.1,4.33,0.0,60.61,30.9,91.51
 / Gujarat,35.55,49.81,0.0,85.36,2570.6922662519737,1115.93,2.2,4359.71
  / Madhya Pradesh,7.4,17.46,1.3,26.16,388.1,375.71,37.4,801.21
 / Maharashtra,26.8,14.53,0.0,41.33,945.8,463.1,0.0,1408.9
 /Western Region,69.75,85.03,2.4,157.18,2570.6922662519737,2015.35,70.5,5748.910909279285
  / Andhra Pradesh,44.04,5.65,0.0,49.69,887.47,587.66,0.0,1475.13
 / Telangana,1.89,4.99,0.0,6.88,30.69,494.2,0.0,524.89
 / Karnataka,45.91,18.19,13.71,77.81,1147.52,1135.44,366.27716627181826,2659.29
 / Kerala,0.85,1.0,0.0,1.85,13.88,34.84,0.0,48.72
 / Tamil Nadu,124.98,43.11,0.0,168.09,2047.98,1208.99,0.0,3256.97
 / Pondicherry,0.0,0.06,0.0,0.06,0.0,1.83,0.0,1.83
 /Southern Region,149.62939013068092,73.0,13.71,304.38,2570.6922662519737,3195.187856305391,366.27716627181826,5748.910909279285
 / Bihar,0.0,1.15,0.0,1.15,0.0,27.0,0.0,27.0
 / Odisha,0.0,1.92,1.27,3.19,0.0,56.25,38.55,94.8
  / West Bengal,0.0,0.31,0.0,0.31,0.0,9.24,0.0,9.24
 /Eastern Region,0.0,3.38,1.27,4.65,0.0,92.49,38.55,131.04
 / Assam,0.0,0.54,0.0,0.54,0.0,24.72,0.0,24.72
 / Mizoram,0.0,0.09,0.0,0.09,0.0,2.23,0.0,2.23
 / Tripura,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1.06
- /North-Eastern Region,0.0,0.63,0.0,0.63,0.0,28.01,0.0,28.01
 / Delhi,0.0,0.0,1.89,1.89,0.0,0.0,49.22,49.22
 / Haryana,0.0,0.89,2.04,2.93,0.0,27.06000000000001,62.290000000000006,89.35000000000002
  / Himachal Pradesh,0.0,0.07,6.33,6.4,0.0,3.91,97.47,101.38
 / Punjab,0.0,4.53,3.14,7.67,0.0,139.35000000000002,73.62,212.97000000000003
 / Rajasthan,38.82,142.15000000000003,0.33,181.30000000000004,603.7199999999999,3195.187856305391,16.090000000000003,4559.64
  / Uttar Pradesh,0.0,13.71,0.0,13.71,0.0,421.7,12.0,433.7
 / Uttarakhand,0.0,0.65,0.08,0.73,0.0,18.399999999999995,8.990000000000002,27.39
  / Northern Region ,38.82,162.00000000000006,13.81,214.63000000000005,603.7199999999999,3195.187856305391,319.68000000000006,5473.650000000001
 / Chhattisgarh,0.0,2.72,1.1,3.82,0.0,88.43999999999998,23.40000000000001,111.84
 / Gujarat,70.59,51.77,0.2,122.56000000000002,1859.388,1426.2100000000005,8.4,3293.998
  / Madhya Pradesh,14.1,13.94,1.7,29.74,323.7,465.3299999999999,45.30000000000001,834.3299999999999
 / Maharashtra,10.3,14.35,0.0,24.65,373.7000000000001,507.46,0.0,881.1600000000001
  / Western Region,94.99,82.78,3.0,180.77000000000004,2556.788,2487.44,77.10000000000002,5121.328
  / Andhra Pradesh,14.89,26.24,0.0,41.13,396.0499999999999,713.5300000000001,0.0,1109.58
 / Telangana,0.97,22.0,0.0,22.97,25.14,652.3345319999999,0.0,677.4745319999998
 / Karnataka,12.15,48.26000000000001,7.54,67.95000000000002,438.29,1432.0845229999998,258.72,2129.094523
 / Kerala,0.1,1.48,0.0,1.58,3.4300000000000006,44.334523,0.0,47.764523
  / Tamil Nadu,9.63,42.14,0.0,51.77,351.9900000000001,1177.2000000000005,0.0,1529.1900000000005
 / Puducherry,0.0,0.08,0.0,0.08,0.0,2.140000000000001,0.0,2.140000000000001
  / Southern Region,37.74,140.20000000000002,7.54,185.48000000000005,1214.9,3195.187856305391,258.72,5495.2435780000005
 / Bihar,0.0,0.65,0.0,0.65,0.0,27.79,0.0,27.79
/ Odisha,0.0,1.87,0.0,1.87,0.0,84.28999999999999,0.0,84.28999999999999
  / West Bengal,0.0,0.0,0.0,0.0,0.0,19.94,0.0,19.94
 / Eastern Region,0.0,2.52,0.0,2.52,0.0,132.01999999999998,0.0,132.01999999999998
 / Assam,0.0,0.1,0.0,0.1,0.0,25.31,0.0,25.31
 / Mizoram ,0.0,0.13,0.0,0.13,0.0,3.764229999999999,0.0,3.764229999999999
 / Tripura ,0.0,0.02,0.0,0.02,0.0,0.334532,0.0,0.334532
-   / North-Eastern Region,0.0,0.25,0.0,0.25,0.0,29.408762,0.0,29.408762
 / Delhi,0.0,0.0,1.23,1.23,0.0,0.0,24.18,24.18
 / Haryana,0.0,0.46,1.33,1.79,0.0,7.83,19.65,27.48
  / Himachal Pradesh,0.0,0.12,4.54,4.66,0.0,1.49,84.96,86.45
 / Punjab,0.0,2.5,2.09,4.59,0.0,36.61,31.35,67.96
 / Rajasthan,2.19,110.98,0.46,113.63,89.02,1981.77,6.77,2077.56
  / Uttar Pradesh,0.0,11.54,0.0,11.54,0.0,172.69,0.0,172.69
 / Uttarakhand,0.0,0.36,0.26,0.62,0.0,5.82,2.7,8.52
 /Northern Region,2.19,125.96,9.91,138.06,89.02,2206.21,169.61,2464.84
 / Chhattisgarh,0.0,2.88,1.1,3.98,0.0,41.46,15.4,56.86
 / Gujarat,13.78,46.89,0.1,60.77,361.04,774.85,1.2,1137.09
  / Madhya Pradesh,0.9,19.14,1.3,21.34,45.4,286.34,22.8,354.54
 / Maharashtra,6.5,17.0,0.0,23.5,131.1,286.65,0.0,417.75
 /Western Region,21.18,85.91,2.5,109.59,537.54,1389.3,39.4,1966.24
  / Andhra Pradesh,3.96,13.6,0.0,17.56,105.5,264.62,0.0,370.12
 / Telangana,0.53,17.3,0.0,17.83,6.61,268.21,0.0,274.82
 / Karnataka,12.15,29.97,13.1,55.22,243.78,586.97,163.89,994.64
 / Kerala,0.19,0.98,0.0,1.17,1.27,19.64,0.0,20.91
 / Tamil Nadu,12.75,19.94,0.0,32.69,159.75,515.7,0.0,675.45
 / Pondicherry,0.0,0.05,0.0,0.05,0.0,0.71,0.0,0.71
 /Southern Region,29.58,81.84,13.1,124.52,516.91,1655.85,163.89,2336.65
 / Bihar,0.0,0.9,0.0,0.9,0.0,12.41,0.0,12.41
 / Odisha,0.0,2.32,0.99,3.31,0.0,35.74,15.74,51.48
  / West Bengal,0.0,0.0,0.54,0.54,0.0,0.0,7.71,7.71
 /Eastern Region,0.0,3.22,1.53,4.75,0.0,48.15,23.45,71.6
 / Assam,0.0,0.97,0.0,0.97,0.0,12.37,0.0,12.37
 / Mizoram,0.0,0.13,0.0,0.13,0.0,1.74,0.0,1.74
 / Tripura,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09
- /North-Eastern Region,0.0,1.1,0.0,1.1,0.0,14.2,0.0,14.2
  / All India,52.95,178.86251072912162,20.664966039833857,322.44788727246555,1143.47,3195.187856305391,366.27716627181826,5748.910909279285
 / Delhi,0.0,0.0,1.1,1.1,0.0,0.0,12.53,12.53
 / Haryana,0.0,0.94,0.93,1.87,0.0,8.91,11.86,20.77
  / Himachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.24,95.85,96.09
 / Punjab,0.0,4.32,2.74,7.0600000000000005,0.0,44.28,32.88,77.16
 / Rajasthan,9.45,99.29,0.47,109.21,179.5,1228.22,7.899999999999999,1415.62
  / Uttar Pradesh,0.0,9.19,1.2,10.39,0.0,88.59,8.4,96.99
 / Uttarakhand,0.0,0.65,0.0,0.65,0.0,5.74,0.0,5.74
  / Northern Region ,9.45,114.39,6.44,130.28,179.5,1375.98,169.42000000000002,1724.9
 / Chhattisgarh,0.0,1.1,0.0,1.1,0.0,13.3,0.0,13.3
 / Gujarat,11.92,26.55,0.1,38.57,293.92600000000004,305.47,0.3,599.6959999999999
  / Madhya Pradesh,3.2,11.26,1.2,15.66,92.1,118.96,13.4,224.46
 / Maharashtra,1.8,7.7,0.0,9.5,144.29999999999998,112.4,1.1,257.8
  / Western Region,16.92,46.61000000000001,1.3,64.83,530.326,550.13,14.8,1095.256
  / Andhra Pradesh,2.91,19.96,0.0,22.87,169.59,196.49,0.0,366.08
 / Telangana,0.26,14.8,0.0,15.06,6.86,179.71,0.0,186.57
 / Karnataka,3.49,27.13,13.58,44.2,158.35,357.02,242.07,757.44
 / Kerala,0.17,1.4,0.0,1.5699999999999998,4.54,14.63,0.0,19.17
  / Tamil Nadu,9.84,17.6,0.0,27.44,628.36,228.5,0.0,856.86
 / Puducherry,0.0,0.05,0.0,0.05,0.0,0.54,0.0,0.54
  / Southern Region,16.67,80.94,13.58,111.18999999999998,967.7,976.89,242.07,2186.6600000000003
 / Bihar,0.0,0.0,0.34,0.34,0.0,0.0,6.3100000000000005,6.3100000000000005
/ Odisha,0.0,0.0,1.48,1.48,0.0,0.0,18.81,18.81
  / West Bengal,0.0,0.0,2.64,2.64,0.0,0.0,31.68,31.68
 / Eastern Region,0.0,0.0,4.46,4.46,0.0,0.0,56.8,56.8
 / Assam,0.0,0.4,0.0,0.4,0.0,6.21,0.0,6.21
 / Manipur,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45
 / Tripura ,0.0,0.02,0.0,0.02,0.0,0.24,0.0,0.24
-   / North-Eastern Region,0.0,0.42,0.0,0.42,0.0,6.9,0.0,6.9
   / All India,43.040000000000006,178.86251072912162,20.664966039833857,311.18,1677.526,2909.9,366.27716627181826,5070.5160000000005
"Note -The data from other RES (like Biomass, Bagasse, Small Hydro) is not complete and complete data for other RES is being received as part of the monthly report only. ",14.8672701251852,21.32862833789935,2.228178890415665,38.442166147071454,235.6775292639986,333.14052453280664,35.215300583991755,604.0349663698042
         This includes ISGS Generation in the respective state where they are physically located.,14.8672701251852,21.32862833789935,2.228178890415665,38.442166147071454,235.6775292639986,333.14052453280664,35.215300583991755,604.0349663698042
 / Delhi,0.0,0.0,0.65,0.65,0.0,0.0,6.64,6.64
 / Haryana,0.0,0.48,0.95,1.43,0.0,3.15,7.71,10.86
  / Himachal Pradesh,0.0,0.0,3.68,3.68,0.0,0.0,33.910000000000004,33.910000000000004
 / Punjab,0.0,2.05,0.98,3.03,0.0,13.98,8.82,22.8
 / Rajasthan,11.97,48.02,0.35,60.34,112.45,358.24,3.8,474.49
  / Uttar Pradesh,0.0,7.17,0.0,7.17,0.0,61.21,0.0,61.21
 / Uttarakhand,0.0,0.54,0.86,1.4,0.0,3.86,8.17,12.03
  / Northern Region ,11.97,58.26,7.47,77.7,112.45,440.44,69.05,621.94
 / Chhattisgarh,0.0,0.1,0.0,0.1,0.0,6.4,0.0,6.4
 / Gujarat,57.78,20.14,0.0,77.92,447.145,150.0,0.0,597.145
  / Madhya Pradesh,13.9,7.85,1.1,22.85,105.7,71.8,7.4,184.9
 / Maharashtra,7.8,5.6,0.0,13.4,72.6,44.8,0.0,117.4
  / Western Region,79.48,33.690000000000005,1.1,114.27,625.445,273.0,7.4,905.845
  / Andhra Pradesh,11.34,10.19,0.0,21.53,63.83,153.96,0.0,217.79
 / Telangana,0.73,14.37,0.0,15.1,6.11,154.1,15.03,175.24
 / Karnataka,16.09,27.02,15.75,58.86,99.56,269.18,124.08,492.82
 / Kerala,0.21,0.73,0.0,0.94,0.98,6.41,0.0,7.390000000000001
  / Tamil Nadu,11.2,12.2,0.0,23.4,47.25,136.1,0.0,183.35
